strain	author	submitting_lab
A/muteswan/Croatia/126/2022	"Savić, Vladimir"	Croatian Veterinary Institute
A/muteswan/Croatia/125/2022	"Savić, Vladimir"	Croatian Veterinary Institute
A/peregrinefalcon/MA/22MM00802/2022	"Sawatzki, Kaitlin; Puryear, Wendy; Murray, Maureen; Cox, Elena; Foss, Alexa; Runstadler, Jonathan van de Guchte,Adriana; Silvia Gonzalez-Reiche,Ana ; Khalil,Zain ; van Bakel,Harm"	Icahn School Of Medicine At Mount Sinai
A/commoneider/MA/22MM00823/2022	"Sawatzki, Kaitlin; Puryear, Wendy; Murray, Maureen; Cox, Elena; Foss, Alexa; Runstadler, Jonathan van de Guchte,Adriana; Silvia Gonzalez-Reiche,Ana ; Khalil,Zain ; van Bakel,Harm"	Icahn School Of Medicine At Mount Sinai
A/chicken/Japan/AQHE79/2015	"Shibata,A.; Hiono,T.; Okamatsu,M.; Osaka,H.; Sakoda,Y."	
A/chicken/Nigeria/VRD882/2015	"Shittu,I.; Meseko,C.A.; Gado,D.A.; Olawuyi,A.K.; Chinyere,C.N.; Anefu,E.; Solomon,P.; Okewole,P.A.; Shamaki,D.; Joannis,T.M."	
A/turkey/Israel/564/2021	"Shkoda,I; Lublin,A; Simanov,L; Hadas,R; Farnoushi,Y; Berkovitch,A; Bucris,E; Morad,H; Geva,M; ZilbertzanItay,O; Bar-OrI,I; S.Fratty,I; Mandelboim,M; Zuckerman, N.S"	Kimron Veterinary Institute
A/duck/Israel/589/2021	"Shkoda,I; Lublin,A; Simanov,L; Hadas,R; Farnoushi,Y; Berkovitch,A; Bucris,E; Morad,H; Geva,M; ZilbertzanItay,O; Bar-OrI,I; S.Fratty,I; Mandelboim,M; Zuckerman, N.S"	Kimron Veterinary Institute
A/chicken/Israel/88/2022	"Shkoda,I; Lublin,A; Simanov,L; Hadas,R; Farnoushi,Y; Berkovitch,A; Bucris,E; Morad,H; Geva,M; ZilbertzanItay,O; Bar-OrI,I; S.Fratty,I; Mandelboim,M; Zuckerman, N.S"	Kimron Veterinary Institute
A/commoncrane/Israel/670/2021	"Shkoda,I; Lublin,A; Simanov,L; Hadas,R; Farnoushi,Y; Berkovitch,A; Bucris,E; Morad,H; Geva,M; ZilbertzanItay,O; Bar-OrI,I; S.Fratty,I; Mandelboim,M; Zuckerman, N.S"	Kimron Veterinary Institute
A/grebe/Tyva/2/2010	"Shlyapnikova,O.V.; Prilipov,A.G.; Poglazov,A.B."	
A/Cambodia/NPH230032/2023	"SIEGERS,Jurre; YANN,Sokhoun; KOL,Sonita; PUM,Leakhena; CHIN,Savuth; CHAU,Darapheak; CHHEA,Chhorvann; KARLSSON,Erik"	Institut Pasteur Du Cambodia
A/Cambodia/2302009/2023	"SIEGERS,Jurre; YANN,Sokhoun; KOL,Sonita; PUM,Leakhena; CHIN,Savuth; CHAU,Darapheak; CHHEA,Chhorvann; KARLSSON,Erik"	Institut Pasteur Du Cambodia
A/swan/Slovenia/1322VIR7778/2022	"Slavec, B.; Ra?nik, J.; Krape?, U.; ?labravec, Z.; A?ko, J.; Cociancich, V.; Paller, T.; Vidrih, ?.; Rojs, O.Z.;  Arseniev, S.; Groza, O.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/rooster/Slovenia/203922VIR7771/2021	"Slavec, B.; Ra?nik, J.; Krape?, U.; ?labravec, Z.; A?ko, J.; Cociancich, V.; Paller, T.; Vidrih, ?.; Rojs, O.Z.;  Arseniev, S.; Groza, O.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/swan/Slovenia/204122VIR7772/2021	"Slavec, B.; Ra?nik, J.; Krape?, U.; ?labravec, Z.; A?ko, J.; Cociancich, V.; Paller, T.; Vidrih, ?.; Rojs, O.Z.;  Arseniev, S.; Groza, O.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/swan/Slovenia/207322VIR7776/2021	"Slavec, B.; Ra?nik, J.; Krape?, U.; ?labravec, Z.; A?ko, J.; Cociancich, V.; Paller, T.; Vidrih, ?.; Rojs, O.Z.;  Arseniev, S.; Groza, O.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/swan/Slovenia/206022VIR7774/2021	"Slavec, B.; Ra?nik, J.; Krape?, U.; ?labravec, Z.; A?ko, J.; Cociancich, V.; Paller, T.; Vidrih, ?.; Rojs, O.Z.;  Arseniev, S.; Groza, O.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/seagull/Slovenia/207522VIR7777/2021	"Slavec, B.; Ra?nik, J.; Krape?, U.; ?labravec, Z.; A?ko, J.; Cociancich, V.; Paller, T.; Vidrih, ?.; Rojs, O.Z.;  Arseniev, S.; Groza, O.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/swan/Slovenia/204922VIR7773/2021	"Slavec, B.; Ra?nik, J.; Krape?, U.; ?labravec, Z.; A?ko, J.; Cociancich, V.; Paller, T.; Vidrih, ?.; Rojs, O.Z.;  Arseniev, S.; Groza, O.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/swan/Slovenia/207222VIR7775/2021	"Slavec, B.; Ra?nik, J.; Krape?, U.; ?labravec, Z.; A?ko, J.; Cociancich, V.; Paller, T.; Vidrih, ?.; Rojs, O.Z.;  Arseniev, S.; Groza, O.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/muscovyduck/Vietnam/LBM399/2013	"Soda,K.; Hotta,K.; Le,M.Q.; Ito,T.; Hashimoto,Y."	
A/commonpochard/Tottori/3102S012/2011	"Soda,K.; Usui,T.; Ito,H.; Yamaguchi,T.; Ito,T.; Mimura,W."	
A/tuftedduck/Tottori/3102S004/2011	"Soda,K.; Usui,T.; Ito,H.; Yamaguchi,T.; Ito,T.; Mimura,W."	
A/duck/Lao/567/2010	"Sonnberg,S.; Phommachanh,P.; Naipospos,T.S.P.; McKenzie,J.; Chanthavisouk,C.; Pathammavong,S.; Darnell,D.; Meeduangchanh,P.; Rubrum,A.M.; Souriya,M.; Khambounheuang,B.; Webby,R.J.; Douangngeun,B.; Webster,R.G."	
A/chicken/Lao/LH1B/2010	"Sonnberg,S.; Phommachanh,P.; Naipospos,T.S.P.; McKenzie,J.; Chanthavisouk,C.; Pathammavong,S.; Darnell,D.; Meeduangchanh,P.; Rubrum,A.M.; Souriya,M.; Khambounheuang,B.; Webby,R.J.; Douangngeun,B.; Webster,R.G."	
A/chicken/Lao/LH1/2010	"Sonnberg,S.; Phommachanh,P.; Naipospos,T.S.P.; McKenzie,J.; Chanthavisouk,C.; Pathammavong,S.; Darnell,D.; Meeduangchanh,P.; Rubrum,A.M.; Souriya,M.; Khambounheuang,B.; Webby,R.J.; Douangngeun,B.; Webster,R.G."	
A/duck/Lao/968/2010	"Sonnberg,S.; Phommachanh,P.; Naipospos,T.S.P.; McKenzie,J.; Chanthavisouk,C.; Pathammavong,S.; Darnell,D.; Meeduangchanh,P.; Rubrum,A.M.; Souriya,M.; Khambounheuang,B.; Webby,R.J.; Douangngeun,B.; Webster,R.G."	
A/environment/Lao/977/2010	"Sonnberg,S.; Phommachanh,P.; Naipospos,T.S.P.; McKenzie,J.; Chanthavisouk,C.; Pathammavong,S.; Darnell,D.; Meeduangchanh,P.; Rubrum,A.M.; Souriya,M.; Khambounheuang,B.; Webby,R.J.; Douangngeun,B.; Webster,R.G."	
A/environment/Lao/979/2010	"Sonnberg,S.; Phommachanh,P.; Naipospos,T.S.P.; McKenzie,J.; Chanthavisouk,C.; Pathammavong,S.; Darnell,D.; Meeduangchanh,P.; Rubrum,A.M.; Souriya,M.; Khambounheuang,B.; Webby,R.J.; Douangngeun,B.; Webster,R.G."	
A/duck/Lao/7/2010	"Sonnberg,S.; Phommachanh,P.; Naipospos,T.S.P.; McKenzie,J.; Chanthavisouk,C.; Pathammavong,S.; Darnell,D.; Meeduangchanh,P.; Rubrum,A.M.; Souriya,M.; Khambounheuang,B.; Webby,R.J.; Douangngeun,B.; Webster,R.G."	
A/duck/Lao/980/2010	"Sonnberg,S.; Phommachanh,P.; Naipospos,T.S.P.; McKenzie,J.; Chanthavisouk,C.; Pathammavong,S.; Darnell,D.; Meeduangchanh,P.; Rubrum,A.M.; Souriya,M.; Khambounheuang,B.; Webby,R.J.; Douangngeun,B.; Webster,R.G."	
A/duck/Lao/463/2010	"Sonnberg,S.; Phommachanh,P.; Naipospos,T.S.P.; McKenzie,J.; Chanthavisouk,C.; Pathammavong,S.; Darnell,D.; Meeduangchanh,P.; Rubrum,A.M.; Souriya,M.; Khambounheuang,B.; Webby,R.J.; Douangngeun,B.; Webster,R.G."	
A/duck/Lao/471/2010	"Sonnberg,S.; Phommachanh,P.; Naipospos,T.S.P.; McKenzie,J.; Chanthavisouk,C.; Pathammavong,S.; Darnell,D.; Meeduangchanh,P.; Rubrum,A.M.; Souriya,M.; Khambounheuang,B.; Webby,R.J.; Douangngeun,B.; Webster,R.G."	
A/quail/Niger/22VIR140930/2022	"Souley, M.M.; Yaou, B.; Amadou, H.; Haido, A.M.; Issiako, A.; Alassane, A.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/chicken/Niger/22VIR140913/2022	"Souley, M.M.; Yaou, B.; Amadou, H.; Haido, A.M.; Issiako, A.; Alassane, A.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/quail/Niger/22VIR140928/2022	"Souley, M.M.; Yaou, B.; Amadou, H.; Haido, A.M.; Issiako, A.; Alassane, A.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/chicken/Niger/22VIR14095/2022	"Souley, M.M.; Yaou, B.; Amadou, H.; Haido, A.M.; Issiako, A.; Alassane, A.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/chicken/Niger/22VIR14099/2022	"Souley, M.M.; Yaou, B.; Amadou, H.; Haido, A.M.; Issiako, A.; Alassane, A.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/chicken/Niger/22VIR140923/2022	"Souley, M.M.; Yaou, B.; Amadou, H.; Haido, A.M.; Issiako, A.; Alassane, A.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/greatcrestedgrebe/Tyva/22/2010	"Susloparov,I.M.; Silko,N.Y.; Sharshov,K.A.; Shestopalov,A.M."	
A/duck/Cambodia/Z564W35M1/2015	"Suttie,A.; Karlsson,E.A.; Deng,Y.M.; Horm,S.V.; Yann,S.; Tok,S.; Sorn,S.; Holl,D.; Tum,S.; Hurt,A.C.; Greenhill,A.R.; Barr,I.G.; Horwood,P.F.; Dussart,P.; Suttie,A.M.; Deng,Y.-M."	
A/commonmurre/Poland/MB151/2022	"Swieton E., Smietanka K."	"National Veterinary Research Institut Poland, Piwet Pib"
A/blackheadedgull/Poland/MB139/2022	"Swieton E., Smietanka K."	"National Veterinary Research Institut Poland, Piwet Pib"
A/chicken/Poland/H15722VIR25153/2022	"Swieton, E.; Smietanka, K.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/swan/Poland/MB08322VIR25158/2022	"Swieton, E.; Smietanka, K.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/swan/Poland/MB07822VIR25157/2022	"Swieton, E.; Smietanka, K.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/duck/Poland/H18822VIR25152/2022	"Swieton, E.; Smietanka, K.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/chicken/Poland/H07122VIR25156/2022	"Swieton, E.; Smietanka, K.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/goose/Poland/H12422VIR25155/2022	"Swieton, E.; Smietanka, K.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/duck/Poland/H12622VIR25154/2022	"Swieton, E.; Smietanka, K.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/Vietnam/UT31412II/2008	"Takano,R."	
A/Vietnam/HN31432M/2008	"Takano,R."	
A/barnaclegoose/Finland/624721VIR76896/2021	"Tammiranta, N.; Kantala, T.; Laamanen, I.; Gadd, T.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Milani, A.; Giussani, E.; Pastori, A.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/barnaclegoose/Finland/637821VIR76897/2021	"Tammiranta, N.; Kantala, T.; Laamanen, I.; Gadd, T.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Milani, A.; Giussani, E.; Pastori, A.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/Europeanherringgull/Finland/972221VIR768913/2021	"Tammiranta, N.; Kantala, T.; Laamanen, I.; Gadd, T.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Milani, A.; Giussani, E.; Pastori, A.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/Eurasianeagleowl/Finland/1061721VIR768915/2021	"Tammiranta, N.; Kantala, T.; Laamanen, I.; Gadd, T.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Milani, A.; Giussani, E.; Pastori, A.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/barnaclegoose/Finland/695521VIR76899/2021	"Tammiranta, N.; Kantala, T.; Laamanen, I.; Gadd, T.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Milani, A.; Giussani, E.; Pastori, A.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/whitetailedeagle/Finland/698421VIR768910/2021	"Tammiranta, N.; Kantala, T.; Laamanen, I.; Gadd, T.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Milani, A.; Giussani, E.; Pastori, A.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/goldeneagle/Finland/937821VIR768912/2021	"Tammiranta, N.; Kantala, T.; Laamanen, I.; Gadd, T.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Milani, A.; Giussani, E.; Pastori, A.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/blackskimmer/Chile/C61962/2022	"Tan,S.; Freiden,P.; Sharp,B.; Jimenez-Bluhm,P.; Mukherjee,N.; Hamilton-West,C.; Schultz-Cherry,S."	
A/graygull/Chile/C61947/2022	"Tan,S.; Freiden,P.; Sharp,B.; Jimenez-Bluhm,P.; Mukherjee,N.; Hamilton-West,C.; Schultz-Cherry,S."	
A/pelican/Romania/12449/2015	"Thomas, S; Puranik, A; Londt, B; Essen, S; Manvell, R; Onita, I; Neicut, A; Cioranu, R; Motiu, R; Banks, J; Brown, I"	Animal And Plant Health Agency (apha)
A/dalmatianpelican/Bulgaria/4/2015	"Thomas, S; Seekings, A; Essen, S; Manvell, R; Goujgoulova, G; Oreshkova, L; Banks, J; Brown, I"	Animal And Plant Health Agency (apha)
A/dalmatianpelican/Bulgaria/3/2015	"Thomas, S; Seekings, A; Essen, S; Manvell, R; Goujgoulova, G; Oreshkova, L; Banks, J; Brown, I"	Animal And Plant Health Agency (apha)
A/chicken/Bulgaria/5409/2015	"Thomas, S; Seekings, A; Essen, S; Manvell, R; Goujgoulova, G; Oreshkova, L; Banks, J; Brown, I"	Animal And Plant Health Agency (apha)
A/chicken/Bulgaria/5408/2015	"Thomas, S; Seekings, A; Essen, S; Manvell, R; Goujgoulova, G; Oreshkova, L; Banks, J; Brown, I"	Animal And Plant Health Agency (apha)
A/chicken/Bulgaria/5407/2015	"Thomas, S; Seekings, A; Essen, S; Manvell, R; Goujgoulova, G; Oreshkova, L; Banks, J; Brown, I"	Animal And Plant Health Agency (apha)
A/duck/India/12CA05/2014	"Tosh,C.; Agarwal,S.; Kumar,M.; Nagarajan,S.; Mishra,A.; Shukla,S.; Singh,B.; Mishra,P.; Dubey,P.; Tripathi,S.; Murugkar,H.V.; Kulkarni,D.D."	
A/chicken/India/04CA17/2015	"Tosh,C.; Nagarajan,S.; Kumar,M.; Murugkar,H.V.; Venkatesh,G.; Shukla,S.; Mishra,A.; Mishra,P.; Agarwal,S.; Singh,B.; Dubey,P.; Tripathi,S.; Kulkarni,D.D."	
A/duck/India/03CA01/2015	"Tosh,C.; Nagarajan,S.; Kumar,M.; Murugkar,H.V.; Venkatesh,G.; Shukla,S.; Mishra,A.; Mishra,P.; Agarwal,S.; Singh,B.; Dubey,P.; Tripathi,S.; Kulkarni,D.D."	
A/duck/India/11CA08/2014	"Tosh,C.; Nagarajan,S.; Kumar,M.; Murugkar,H.V.; Venkatesh,G.; Shukla,S.; Mishra,A.; Mishra,P.; Agarwal,S.; Singh,B.; Dubey,P.; Tripathi,S.; Kulkarni,D.D."	
A/duck/India/11CA02/2014	"Tosh,C.; Nagarajan,S.; Kumar,M.; Murugkar,H.V.; Venkatesh,G.; Shukla,S.; Mishra,A.; Mishra,P.; Agarwal,S.; Singh,B.; Dubey,P.; Tripathi,S.; Kulkarni,D.D."	
A/duck/India/11TR03/2014	"Tosh,C.; Nagarajan,S.; Kumar,M.; Murugkar,H.V.; Venkatesh,G.; Shukla,S.; Mishra,A.; Mishra,P.; Agarwal,S.; Singh,B.; Dubey,P.; Tripathi,S.; Kulkarni,D.D."	
A/turkey/India/01CA01/2015	"Tosh,C.; Nagarajan,S.; Kumar,M.; Murugkar,H.V.; Venkatesh,G.; Shukla,S.; Mishra,A.; Mishra,P.; Agarwal,S.; Singh,B.; Dubey,P.; Tripathi,S.; Kulkarni,D.D."	
A/duck/India/12TR04/2014	"Tosh,C.; Nagarajan,S.; Kumar,M.; Murugkar,H.V.; Venkatesh,G.; Shukla,S.; Mishra,A.; Mishra,P.; Agarwal,S.; Singh,B.; Dubey,P.; Tripathi,S.; Kulkarni,D.D."	
A/chicken/India/09CA02/2011	"Tosh,C.; Nagarajan,S.; Murugkar,H.V.; Kumar,M.; Jain,R.; Tripathi,S.; Syed,Z.; Behera,P.; C,D.S.; Kulkarni,D.D.; Dubey,S.C."	
A/chicken/India/09CA09/2011	"Tosh,C.; Nagarajan,S.; Murugkar,H.V.; Kumar,M.; Jain,R.; Tripathi,S.; Syed,Z.; Behera,P.; C,D.S.; Kulkarni,D.D.; Dubey,S.C."	
A/chicken/India/08CA03/2013	"Tosh,C.; Nagarajan,S.; Murugkar,H.V.; Kumar,M.; Pandey,M.; Jolhe,D.K.; Tripathi,S.; Shukla,S.; Ved,N.; Mishra,A.; Ghosh,R.C.; Kulkarni,D.D."	
A/chicken/India/07CA02/2013	"Tosh,C.; Nagarajan,S.; Murugkar,H.V.; Kumar,M.; Pandey,M.; Jolhe,D.K.; Tripathi,S.; Shukla,S.; Ved,N.; Mishra,A.; Ghosh,R.C.; Kulkarni,D.D."	
A/chicken/India/04MO04/2012	"Tosh,C.; Nagarajan,S.; Murugkar,H.V.; Kumar,M.; Tripathi,S.; Syed,Z.; Behera,P.; Jain,R.; Dubey,S.C.; Kulkarni,D.D."	
A/chicken/India/03CA02/2013	"Tosh,C.; Nagarajan,S.; Murugkar,H.V.; Kumar,M.; Tripathi,S.; Syed,Z.; Behera,P.; Jain,R.; Dubey,S.C.; Kulkarni,D.D."	
A/crow/India/11TI07/2011	"Tosh,C.; Nagarajan,S.; Murugkar,H.V.; Kumar,M.; Tripathi,S.; Syed,Z.; Behera,P.; Jain,R.; Dubey,S.C.; Kulkarni,D.D."	
A/chicken/India/09CA01/2011	"Tosh,C.; Nagarajan,S.; Murugkar,H.V.; Tripathi,S.; Jain,R.; Behera,P.; Syed,Z.; Kulkarni,D.D.; Dubey,S.C."	
A/chicken/India/09CA10/2011	"Tosh,C.; Nagarajan,S.; Murugkar,H.V.; Tripathi,S.; Jain,R.; Behera,P.; Syed,Z.; Kulkarni,D.D.; Dubey,S.C."	
A/crow/India/01CA02/2014	"Tosh,C.; Shukla,S.; Nagarajan,S.; Kumar,M.; Murugkar,H.V.; Tripathi,S.; Kulkarni,D.D."	
A/chicken/Bhutan/04TI01/2015	"Tosh,C.; Tenzin,D.; Tenzin,S.; Nagarajan,S.; Kumar,M.; Murugkar,H.V.; Tripathi,S.; Wangdi,C.; Dukpa,K.; Gurung,R.B.; Kulkarni,D.D."	
A/muteswan/Toyama/1/2010	"Uchida,Y.; Suzuki,Y.; Shirakura,M.; Kawaguchi,A.; Nobusawa,E.; Tanikawa,T.; Hikono,H.; Takemae,N.; Mase,M.; Kanehira,K.; Hayashi,T.; Tagawa,Y.; Tashiro,M.; Saito,T."	
A/chicken/Oita/1/2011	"Uchida,Y.; Suzuki,Y.; Shirakura,M.; Kawaguchi,A.; Nobusawa,E.; Tanikawa,T.; Hikono,H.; Takemae,N.; Mase,M.; Kanehira,K.; Hayashi,T.; Tagawa,Y.; Tashiro,M.; Saito,T."	
A/chicken/Miyazaki/TA3/2011	"Uchida,Y.; Suzuki,Y.; Shirakura,M.; Kawaguchi,A.; Nobusawa,E.; Tanikawa,T.; Hikono,H.; Takemae,N.; Mase,M.; Kanehira,K.; Hayashi,T.; Tagawa,Y.; Tashiro,M.; Saito,T."	
A/chicken/Aichi/2/2011	"Uchida,Y.; Suzuki,Y.; Shirakura,M.; Kawaguchi,A.; Nobusawa,E.; Tanikawa,T.; Hikono,H.; Takemae,N.; Mase,M.; Kanehira,K.; Hayashi,T.; Tagawa,Y.; Tashiro,M.; Saito,T."	
A/England/215201407/2021	"UKHSA, Respiratory Virus Unit"	Uk Health Security Agency (ukhsa)
A/chicken/Primorje/1/2008	"Usacheva,O.V.; Prilipov,A.G."	
A/Gallusgallus/Belgium/123950002/2022	"Van Borm, Steven;  Roupie, Virginie; Lambrecht, Benedicte; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Otusscops/Belgium/134630002/2022	"Van Borm, Steven; Roupie, Virginie; Hostyn, Pierre;  Lambrecht, Benedicte; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Gallusgallus/Belgium/124850001/2022	"Van Borm, Steven; Roupie, Virginie; Hostyn, Pierre;  Lambrecht, Benedicte; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Morusbassanus/Belgium/108110001/2022	"Van Borm, Steven; Roupie, Virginie; Hostyn, Pierre; Lambrecht, Benedicte; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Gallusgallus/Belgium/003220002/2023	"Van Borm, Steven; Roupie, Virginie; Hostyn, Pierre; Lambrecht, Benedicte; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Anseranser/Belgium/002860004/2023	"Van Borm, Steven; Roupie, Virginie; Hostyn, Pierre; Lambrecht, Benedicte; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Meleagrisgallopavo/Belgium/006950001/2023	"Van Borm, Steven; Roupie, Virginie; Hostyn, Pierre; Lambrecht, Benedicte; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Gallusgallus/Belgium/016880004/2023	"Van Borm, Steven; Roupie, Virginie; Hostyn, Pierre; Mathijs, Elisabeth; Lambrecht, Benedicte; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Chroicocephalusridibundus/Belgium/008160001/2023	"Van Borm, Steven; Roupie, Virginie; Hostyn, Pierre; Mathijs, Elisabeth; Lambrecht, Benedicte; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Gallusgallus/Belgium/011720001/2023	"Van Borm, Steven; Roupie, Virginie; Hostyn, Pierre; Mathijs, Elisabeth; Lambrecht, Benedicte; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Vulpesvulpes/Belgium/017840004/2023	"Van Borm, Steven; Roupie, Virginie; Hostyn, Pierre; Mathijs, Elisabeth; Lambrecht, Benedicte; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Vulpesvulpes/Belgium/017840008/2023	"Van Borm, Steven; Roupie, Virginie; Hostyn, Pierre; Mathijs, Elisabeth; Lambrecht, Benedicte; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Gallusgallus/Belgium/011110002/2023	"Van Borm, Steven; Roupie, Virginie; Hostyn, Pierre; Mathijs, Elisabeth; Lambrecht, Benedicte; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Mustelaputorius/Belgium/014210001/2023	"Van Borm, Steven; Roupie, Virginie; Hostyn, Pierre; Mathijs, Elisabeth; Lambrecht, Benedicte; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
